RSSD9001,RSSD9010,RSSD9348,RSSD9999
960560,OAKWOOD BK,5008971,20200331
960935,QUEENSBOROUGH NB&TC,1130904,20200331
961259,CITIZENS BK,2749031,20200331
961343,SHELBY ST BK,1493001,20200331
961400,ESSEX SVG BK,0,20200331
961446,BAY PORT ST BK,2389978,20200331
961576,EL DORADO SVG BK FSB,0,20200331
961624,DOLLAR BK FSB,5218097,20200331
961811,FIRST ST BK OF THE SOUTHEAST,1070998,20200331
962256,TIMBERWOOD BK,3179961,20200331
962313,CITIZENS BK,1071865,20200331
962890,CITIZENS CMNTY FED NA,3823929,20200331
962966,GOLDEN PACIFIC BK NA,2930419,20200331
963002,BAY ST SVG BK,3535437,20200331
963730,UNION NB,1205268,20200331
963945,MERCHANTS BK OF IN,3530786,20200331
963954,MERCHANTS & FARMERS BK SALISBU,1917918,20200331
964157,VALUEBANK TX,2490520,20200331
964250,CITIZENS B&TC,0,20200331
964616,UNITED BK AFRICA NY BR,0,20200331
964700,BOSTON PRIVATE B&TC,1248078,20200331
965051,FIRST ST BK,1061110,20200331
965789,AFFILIATED BK NA,5189450,20200331
966012,PORTIGON AG NY BR,0,20200331
966272,FIRST FSB,0,20200331
966722,KINGSTON NB,2246400,20200331
966731,FIRST NB,0,20200331
966973,WEST PLAINS S&LA,0,20200331
967046,FIRST ST BK MIDDLEBURY,1210244,20200331
967952,WEST PLAINS BK,1051429,20200331
968070,CAPITOL FSB,4226910,20200331
968155,FIRST NB CORTEZ,0,20200331
968249,PEOPLES BK,1210730,20200331
968557,UNION ST BK OF FARGO,2238544,20200331
968726,NATIONAL BK OF PAKISTAN WA BR,0,20200331
968744,FIRST CHOICE BK,2524911,20200331
969059,FIRST SECURITY BK WEST,1919976,20200331
969255,GUARANTY B&TC OF DELHI,1107090,20200331
969639,FNB BK INC,1363784,20200331
969714,NATIONAL BK KUWAIT SAK NY BR,0,20200331
969844,GUTHRIE CTY ST BK,1208380,20200331
969956,ZAVALA CTY BK,0,20200331
970055,FIRST BK ELK RIVER,1125357,20200331
971070,DALHART FS&LA,3823451,20200331
971379,HERTFORD SVG BK SSB,0,20200331
971959,AMERICAN BK CTR,1133781,20200331
972143,WESTSIDE ST BK,1209024,20200331
972406,BOSTON TR & INVESTMENT MNGT CO,0,20200331
972509,BNP PARIBAS EQUITABLE TOWER BR,0,20200331
972648,PLANTERS B&TC,1096484,20200331
972732,FIRST NB OF PULASKI,1082393,20200331
972750,CONWAY BK,2338033,20200331
972769,GBC INTL BK,2017673,20200331
972862,PLAINS ST BK,3720082,20200331
973252,SWEDISH-AMERICAN ST BK,2791571,20200331
973364,CENTENNIAL BK,1103391,20200331
974558,FIRST NB&TC OF BOTTINEAU,1131237,20200331
974754,COMMUNITY BK,1106365,20200331
975153,UNICO BK,1119525,20200331
975256,DELTA BK,1109571,20200331
975452,FIRST NB OF GILBERT,0,20200331
975555,FIRST NB OF JASPER,1135909,20200331
975751,CIBC NAT TC,1231342,20200331
975854,GLENWOOD ST BK,0,20200331
976226,FAUQUIER BK,1076600,20200331
976534,BANK OF FARMINGTON,1491717,20200331
976552,CORE BK,3428502,20200331
976703,BESSEMER TC NA,1246159,20200331
976954,FARMERS ST BK,0,20200331
977045,RIVERSIDE BK,2155342,20200331
977250,MIDWEST INDEP BK,1142309,20200331
977616,NATIONAL BK OF MALVERN,2409755,20200331
977652,JOHNSON CITY BK,1105630,20200331
977951,BORDER ST BK,2238544,20200331
978118,FIRST CITIZENS CMNTY BK,1118368,20200331
978417,FIRST CITY BK,0,20200331
978622,MARS BK,4655266,20200331
978819,MELLON OVERSEAS INV CORP,3587146,20200331
979133,FLANAGAN ST BK,2494153,20200331
979151,AUBURN ST BK,0,20200331
979357,KAHOKA ST BK,0,20200331
979375,STERLING B&TC FSB,3852031,20200331
979629,FIRST NB,2534406,20200331
979759,KARNES CTY NB,0,20200331
980438,FIRST ST BK FORREST,1207981,20200331
980531,JEFF DAVIS B&TC,1833997,20200331
980661,FIRST HAWAIIAN BK,1025608,20200331
980773,EATON FSB,0,20200331
980951,WOODLANDS NB,2359823,20200331
980960,BENCHMARK BK,1133428,20200331
981275,FIRST FED BK OF THE MIDWEST,3316917,20200331
981350,DICKINSON CTY BK,0,20200331
981453,FARMERS ST BK OF HOFFMAN,1125003,20200331
982142,CECILIAN BK,1928633,20200331
982348,IOWA ST BK,1249703,20200331
982553,STOCKMENS BK,2484417,20200331
982937,SEVIER CTY BK,1086458,20200331
983055,FIRST BK OF BANCROFT,0,20200331
983158,GRANT COUNTY ST BK,1136371,20200331
983457,ARMED FORCES BK NA,2107707,20200331
983550,HOME ST BK,1125553,20200331
984258,FIRST NB&TC OF ARDMORE,1055726,20200331
984351,FARMERS B&TC,1062854,20200331
984379,ALTABANK,2748995,20200331
984454,SECURITY ST BK OF KENYON,1121881,20200331
984650,FARMERS & MRCH BK,0,20200331
984856,TIPTON LATHAM BK NA,1097744,20200331
985451,EXCHANGE B&TC,1106525,20200331
985479,WAYNE SVG CMNTY BK,3271203,20200331
986010,PHILIPPINE NB NY BR,0,20200331
986159,FIRST ST BK OF LE CENTER,1127940,20200331
986551,FIRST NB OF LE CENTER,1126934,20200331
986757,BATTLE CREEK ST BK,2249399,20200331
986935,BANK OF ALAPAHA,3194076,20200331
987053,LAKE AREA BK,1142989,20200331
987231,COMMUNITY ST BK,1207860,20200331
987259,SANDHILLS ST BK,4042222,20200331
987352,RAMSEY NB,3640434,20200331
987576,LIBERTY SA FSA,0,20200331
987651,GARDEN PLAIN ST BK,1139756,20200331
987848,COMMUNITY ST BK,1210347,20200331
988144,CLARE BK NA,1205325,20200331
988153,WESTERN ST BK,1051979,20200331
988256,FIRST NB OF MCINTOSH,0,20200331
988452,FIRST BETHANY BK & TR,1051175,20200331
989141,IOWA FALLS ST BK,2339562,20200331
989347,CROSS COUNTY BK,1131611,20200331
989534,WHEELER CTY ST BK,3124822,20200331
989730,TOWER CMNTY BK,1139514,20200331
989758,BANKWEST OF KANSAS,1051504,20200331
989851,BANK OF MAPLE PLAIN,1123812,20200331
990053,SECURITY ST BK OF MARINE,2734028,20200331
990352,UNITED B&TC,3219577,20200331
990642,FIRST NB OF ALLENDALE,2227409,20200331
991078,BOONVILLE FSB,0,20200331
991135,STATE BK GENEVA,1136924,20200331
991340,1ST SOURCE BK,1199602,20200331
991359,FIRST MO BK OF SEMO,1491445,20200331
991555,CITIZENS NB,1055669,20200331
991621,CITIZENS B&TC,3219474,20200331
991854,PEOPLES ST BK,1053526,20200331
992011,SVENSKA HANDELS AB PUBL NY BR,0,20200331
992851,SARGENT COUNTY BK,1127155,20200331
993250,FIRST CMNTY BK,1059733,20200331
993353,BANK OF GLEN ULLIN,3556656,20200331
994435,UNITED BK,1083895,20200331
994770,MILFORD B&LA SB,0,20200331
995076,CACHE VALLEY BK,2324997,20200331
995272,HATBORO FED SVG,0,20200331
995517,PEOPLES BK OF KY INC,2356701,20200331
995571,SOUTH GA BK,3049569,20200331
995674,SSB CMNTY BK,2623234,20200331
995955,KRESS NB,2741307,20200331
996260,CTBC BK CORP USA,3080209,20200331
997052,FIRST ST BK,3832912,20200331
997155,BALDWIN ST BK,0,20200331
997557,FIRST ST BK OF HARVEY,1128666,20200331
997650,CENTRAL BK OF MOBERLY,1094314,20200331
997847,BANK OF PRAIRIE DU SAC,2658496,20200331
998358,HOWARD ST BK,1062863,20200331
998648,ELKTON B&TC,1099841,20200331
998657,FARMERS BK,0,20200331
998844,PEOPLES BK,1249646,20200331
999355,GARY ST BK,0,20200331
999935,FIRST CENTURY BK,1135646,20200331
1000052,WASHINGTON CTY BK,4771960,20200331
1000100,EAST BOSTON SVG BK,1902651,20200331
1000276,PITTSFIELD CO-OP BK,0,20200331
1000641,CITIZENS ST BK OF NEW CASTLE,1200405,20200331
1000856,BAXTER ST BK,2366652,20200331
1000959,EAGLE BK,2565950,20200331
1001059,SECURITY B&TC OF GLENCOE,1124789,20200331
1001152,INTERNATIONAL BK OF CMRC,1104231,20200331
1001639,PARKWAY B&TC,1200692,20200331
1001648,CARROLLTON BK,1860863,20200331
1001817,INEZ DEP BK,1071678,20200331
1001853,CITIZENS BK,1099784,20200331
1002355,SAINTS AVE BK,5009147,20200331
1002373,SAVERS CO-OP BK,0,20200331
1002430,EXECUTIVE NB,1082731,20200331
1002458,SICILY ISLAND ST BK,0,20200331
1002878,NORTHWEST BK,4122722,20200331
1002953,AMERICAN BK OF BAXTER SPRINGS,1065444,20200331
1003455,ASTRA BK,1060917,20200331
1003558,GRAND RAPIDS ST BK,1125245,20200331
1003839,M C B&TC,1841732,20200331
1003950,BANK OF ORRICK,0,20200331
1004256,BUTTE ST BK,1055687,20200331
1004470,HOMETOWN BK,3728930,20200331
1005075,DEARBORN FSB,0,20200331
1005552,VALLEY ST BK,1472060,20200331
1005655,RED RIVER ST BK,2142324,20200331
1005851,CEDAR RAPIDS ST BK,1065202,20200331
1006148,FARMERS ST BK,1200124,20200331
1006157,FARMERS ST BK OF HAMEL,0,20200331
1006513,BANK OF THE BLUEGRASS & TC,1244801,20200331
1006559,BANK STAR,1097445,20200331
1006652,FRANKLIN ST B&TC,1109731,20200331
1006951,AIMBANK,3183959,20200331
1007015,CENTRAL B&TC,2158156,20200331
1007051,TPNB BK,1099065,20200331
1007154,PROGRESSIVE BK,1108659,20200331
1007417,FIRST NB&TC NEWTOWN,1117491,20200331
1007659,BANK OF THE PRAIRIE,1053496,20200331
1007734,BARWICK BKG CO,0,20200331
1007752,FARMERS ST BK OF HARTLAND,4523440,20200331
1007819,FIDELITY DEPOSIT & DISCOUNT BK,2858773,20200331
1007846,FIRST MW BK,1208184,20200331
1007873,CROSS CTY SVGS BK,0,20200331
1007930,IROQUOIS FARMERS ST BK,1205062,20200331
1007958,CLARKSON BK,1057878,20200331
1008076,HADDON SVG BK,0,20200331
1008151,BENDENA ST BK,1056648,20200331
1008209,NATIONAL IRON BK,2606693,20200331
1008432,MERCHANTS & MANUFACTURERS BK,2022734,20200331
1008450,COMMUNITY ST BK,0,20200331
1008553,COMMERCIAL BK OF MOTT,2354592,20200331
1008674,READING CO-OP BK,0,20200331
1008955,VALLEY PREMIER BK,2161437,20200331
1009055,STOCK GROWERS BK,1127155,20200331
1009167,STANDARD CHARTERED BK SF BR,0,20200331
1009242,BTC BK,1905009,20200331
1009354,SECURITY BK OF KANSAS CITY,1050712,20200331
1009756,GUARANTY ST B&TC,1064009,20200331
1009840,MAYNARD SVG BK,1204355,20200331
1010015,CITIZENS BK CO,1071856,20200331
1010462,BNP PARIBAS SF BR,0,20200331
1010574,AMERICAN CMNTY BK OF IN,3848267,20200331
1011432,MOUNTAIN VALLEY BK NA,1404641,20200331
1011526,CITY NB OF WV,1076262,20200331
1011553,FIRST BK OF BELOIT,1063244,20200331
1011638,PRIMESOUTH BK,2135812,20200331
1011656,STEARNS BK HOLDINGFORD NA,2295837,20200331
1011852,CULBERTSON BK,0,20200331
1011955,FIRST UNITED BK,1140266,20200331
1012251,FIRST ST B&TC,2904960,20200331
1012457,ROLETTE ST BK,0,20200331
1012671,NVE BK,2460569,20200331
1013070,NORWOOD CO-OP BK,3960897,20200331
1013650,STATE BK OF BERN,1065190,20200331
1013744,PEOPLES SVG BK,1200067,20200331
1013856,PANOLA NB,2860918,20200331
1014059,SOUTHWEST BK OF WEATHERFORD,2912312,20200331
1014125,BANK OF CHARLES TOWN,2234920,20200331
1014246,CEDAR VALLEY B&TC,1363962,20200331
1014255,STATE BK OF JEFFERS,0,20200331
1014376,CITIZENS SVG BK,0,20200331
1014451,AMERICAN EXCH BK,1061950,20200331
1014554,STATE BK OF BOTTINEAU,1127436,20200331
1014657,NEW ERA BK,1119628,20200331
1014853,CITIZENS BK OF KS,1061987,20200331
1015243,CENTRAL BK OF LK OF THE OZARKS,1094314,20200331
1015252,LEA CTY ST BK,2148586,20200331
1015270,HOME BK SB,0,20200331
1015458,FIRST ST BK KIESTER,0,20200331
1015467,CROCKETT NB,1141861,20200331
1015560,INDUSTRIAL & CMRL BK,4097978,20200331
1015832,ONESOUTH BK,2037569,20200331
1015841,COMMUNITY B&TC,1201448,20200331
1015850,LAKE ELMO BK,2360043,20200331
1016174,OZARKS FS&LA,0,20200331
1016231,MOUNTAIN CMRC BK,3416965,20200331
1016259,BENNINGTON ST BK,1051906,20200331
1016558,GENERATIONS BK,4195285,20200331
1016718,JACKSON CNTY BK,0,20200331
1016848,COUNTY BK,1067877,20200331
1016857,CITIZENS BK,1105078,20200331
1016941,INTERCITY ST BK,1124163,20200331
1017425,KILLBUCK SVGS BK CO,2010759,20200331
1017555,FIRST CMNTY BK,1125058,20200331
1017564,COMMERCIAL ST BK,2251132,20200331
1017854,FARMERS ST BK OF BLUE MOUND,1055865,20200331
1017939,UNITED CMNTY BK,1249347,20200331
1017957,CENTER NB,1246494,20200331
1018927,1ST SCTY BK OF WA,4347208,20200331
1157415,STATE BK OF TX,3308677,20200331
1157424,SKANDINAVISKA ENSKILDA NY BR,0,20200331
1158878,CHARLOTTE ST B&TC,1081239,20200331
1160509,PREMIER BK OF THE S,2226484,20200331
1160518,UBS AG MIAMI BR,0,20200331
1161216,NORTHMARK BK,0,20200331
1162017,UNITED SCTY BK,3015975,20200331
1163162,SUMITOMO MITSUI BKG CORP LA BR,0,20200331
1163283,CITIZENS B&TC,3839313,20200331
1169650,AMERASIA BK,0,20200331
1176881,BEAL BK SSB,3818804,20200331
1176920,COMMUNITY ST BK,1249749,20200331
1186965,ENGLEWOOD B&TC,1081239,20200331
1187001,INTERBANK,2233950,20200331
1187551,BANKERS BK OF KY,1248005,20200331
1188101,GUNMA BANK NY BR,0,20200331
1188772,FIRST CMNTY BK OF TN,2016340,20200331
1188987,PEOPLES INDEP BK,1918755,20200331
1190476,ENTERPRISE B&TC,2303910,20200331
1191352,WAYCROSS B&TC,1493636,20200331
1211371,SARATOGA NB&TC,1048812,20200331
1212761,P T BK RAKYAT INDONESIA NY AGY,0,20200331
1216022,SYNCHRONY BK,4504654,20200331
1216321,DBA REPUBLIC BANK,1398807,20200331
1216826,SILVERGATE BK,3695667,20200331
1218361,BANK OF CHINA LA BR,0,20200331
1218446,BANKERS BK OF KS,1250754,20200331
1222519,FIRST METRO BK,1980846,20200331
1222948,PRAIRIE ST B&TC,1095414,20200331
1222957,DNB BK ASA NY BR,0,20200331
1225752,COMMERCIAL BK,3101560,20200331
1225761,WELLS FARGO NB WEST,1120754,20200331
1225798,PORT RICHMOND SVG,0,20200331
1228034,FIRST B&TC,0,20200331
1229198,UNIVERSITY NB OF LAWRENCE,1918120,20200331
1293078,PEOPLES BK,1406953,20200331
1356768,ENTERPRISE B&TC,2461016,20200331
1358137,MASHREQBANK PSC NY BR,0,20200331
1368604,BANCO LATINOAMERICANO NY AGY,0,20200331
1369870,FIRST FNCL TR NA,4466912,20200331
1386251,BANCFIRST,1133286,20200331
1387203,LIBERTY BK MN,3800658,20200331
1387605,NORTHWEST BK,1978713,20200331
1390324,STANDING STONE BK,3338692,20200331
1391778,COMENITY BK,0,20200331
1394621,METRO BK,0,20200331
1394676,AMERICAN EXPRESS NB,1275216,20200331
1395374,MEGA INTL CMRL SILICON VALL BR,0,20200331
1396764,BERKSHIRE BK,2728157,20200331
1397471,BANK OF LITTLE ROCK,2617082,20200331
1402384,NORTH AL BK,5140312,20200331
1404481,BANK OF THE LOWCOUNTRY,2352842,20200331
1404883,BURLING BK,4352444,20200331
1404940,BANK OF NEW CASTLE,3846375,20200331
1412619,1ST CONSTITUTION BK,2784920,20200331
1412712,COMMUNITY WEST BK NA,2626299,20200331
1414819,HELM BK USA,0,20200331
1415955,CHANG HWA CMRL BK NY BR,0,20200331
1416279,PRUDENTIAL BK & TR FSB,0,20200331
1418107,OVERSEA-CHINESE BKG LA AGY,0,20200331
1418255,TUSTIN CMNTY BK,3591611,20200331
1421497,SHIZUOKA BK NY BR,0,20200331
1429028,KEYSTONE BK NA,5278372,20200331
1435092,TEXAS NB,2299040,20200331
1436071,DRUMMOND CMNTY BK,1493579,20200331
1436204,BANK OF MARIN,3590388,20200331
1437014,HUA NAN CMRL BK LA BR,0,20200331
1438963,FIRST CMRL BK LA BR,0,20200331
1439456,ROCKWOOD BK,2020824,20200331
1440117,COMMUNITY FIRST BK,2593083,20200331
1443266,BANK OF AMER CA NA,1073757,20200331
1444021,BLACKROCK INSTITUTIONAL TC NA,1069778,20200331
1445943,WHITAKER BK,1966671,20200331
1447639,WESTSTAR BK,3122051,20200331
1456501,MORGAN STANLEY BK NA,2162966,20200331
1458608,GULF COAST B&TC,0,20200331
1459717,FCB BKS,1250473,20200331
1459735,COUNTY BK,3246425,20200331
1459799,FIRST PEOPLES BK,2325912,20200331
1462986,ASIAN PACIFIC NB,0,20200331
1469677,HERITAGE BK INC,2332536,20200331
1470150,FIRST FARMERS & MERCHANTS NB,1247576,20200331
1474309,COMMUNITY B&TC AL,1081873,20200331
1476424,RIYAD BK HOU AGY,0,20200331
1478231,CORNERSTONE CMNTY BK,1492246,20200331
1479470,WOODLANDS BK,3014950,20200331
1481745,PREMIER BK MN,0,20200331
1481754,PREMIER BK ROCHESTER,0,20200331
1488771,CHANG HWA CMRL BK LA BR,0,20200331
1492059,HUA NAN CMRL BK NY AGY,0,20200331
1492817,FIRST KS BK,1056769,20200331
1492826,BANK OF TAIWAN NY BR,0,20200331
1493319,GATEWAY BK FSB,0,20200331
1494482,SOUND BKG CO,0,20200331
1494914,SHINHAN BK AMER,3107964,20200331
1629903,ASSOCIATED TC NA,1199563,20200331
1718188,NORTHRIM BK,3025385,20200331
1718469,COLORADO FSB,3835164,20200331
1751064,SHINHAN BK NY BR,0,20200331
1751420,BANK OF EAST ASIA NY BR,0,20200331
1751626,FIRST CMRL BK CO NY BR,0,20200331
1753684,DEXIA CREDIT LOCAL NY BR,0,20200331
1820933,INDUSTRIAL BK OF KOREA NY BR,0,20200331
1820979,TRUST CO OF TOLEDO NA,0,20200331
1826382,MORRIS PLAN CO TERRE HAUTE,1208595,20200331
1831135,NORDDEUTSCHE LANDESBANK NY BR,0,20200331
1836701,ENTERPRISE BK,3306356,20200331
1842065,CIBC BK USA,1231342,20200331
1852569,ANZ GUAM,1241985,20200331
1852952,SWEDBANK AB NY BR,0,20200331
1858990,BANK OF E ASIA LA BR,0,20200331
1861909,TAIWAN CO-OP BK SEATTLE BR,0,20200331
1861945,KRUNG THAI BK LA AGY,0,20200331
1862719,FIRST B&TC,2127657,20200331
1863097,LEDYARD NB,3625123,20200331
1864197,OAK VALLEY CMNTY BK,3726440,20200331
1867723,NORDEA ABP NY BR,0,20200331
1867983,CITIZENS FIRST BK,2012315,20200331
1869352,SHANGHAI CMRL BK LA BR,0,20200331
1872941,ARBOR BK,1203125,20200331
1872996,MONONA BK,1889967,20200331
1879016,TODAYS BK,1951172,20200331
1883321,FIRST AMER TR FSB,1250101,20200331
1885932,CRESCENT B&TC,2254508,20200331
1890525,UNITY BK,2181426,20200331
1892154,FIRST NB OF COFFEE CTY,3069633,20200331
1893049,CHARLES SCHWAB PREMIER BK SSB,1026632,20200331
1898781,BANK OF CMNTNS NY BR,0,20200331
1914421,ROCK CANYON BK,2270825,20200331
1917011,MUFG BK DALLAS AGY,0,20200331
1917301,LAKE FOREST B&TC NA,2260406,20200331
1918344,PREFERRED BK,0,20200331
1921111,TURKIYE VAKIFLAR BK NY BR,0,20200331
1929247,CENTERSTATE BK NA,2868129,20200331
1940747,DESJARDINS BK NA,3196801,20200331
1945247,UNITED BK OF PHILADELPHIA,2259268,20200331
1984312,LANDESBK BADEN WUERTTEMB NY BR,0,20200331
1984602,KOOKMIN BK NY BR,0,20200331
1984796,KOREA DEVELOPMENT BK NY BR,0,20200331
1987032,BANK OF NOVA SCOTIA HOU BR,0,20200331
1992858,CREDIT INDUS ET CMRL NY BR,0,20200331
1994647,FIRST MW HOLDS,1208184,20200331
2002222,CITIZENS CMNTY BK,2354305,20200331
2006024,INTERNATIONAL BK OF CHICAGO,2339759,20200331
2007991,CITIZENS CMNTY BK,2550143,20200331
2009605,STARION BK,1126729,20200331
2010722,VILLAGE BK,2265867,20200331
2023777,POPULAR AUTO LLC,1129382,20200331
2024402,BANCO DE SABADELL SA MIAMI BR,0,20200331
2037185,FIRST CMNTY BK OF E TN,2224239,20200331
2044811,WHEATON B&TC NA,2260406,20200331
2044820,COMMUNITY BK OF ELMHURST,2066390,20200331
2045809,BANK OF TAIWAN LA BR,0,20200331
2047504,OPUS BK,0,20200331
2051127,AMERICAN NB FOX CITIES,2716640,20200331
2059990,PRIORITY BK,3832033,20200331
2066121,TAIWAN BUS BK LA BR,0,20200331
2068107,CAPITAL CMNTY BK,2641621,20200331
2078290,COLUMBIA ST BK,2078816,20200331
2107181,FDS BK,4103310,20200331
2107341,FIRST CMNTY BK OF THE OZARKS,1491548,20200331
2119773,HINSDALE B&TC NA,2260406,20200331
2121196,T D BK USA NA,1238565,20200331
2122997,CREDIT FIRST NA,0,20200331
2123930,BANK OF MILAN,2263993,20200331
2132594,CATSKILL HUDSON BK,3443998,20200331
2132941,NATIONAL BK OF INDIANAPOLIS,2149622,20200331
2140348,ALLIED FIRST BK SB,3051580,20200331
2142155,QUAD CITY B&TC,2125813,20200331
2163477,RAYMOND JAMES TR NA,3815157,20200331
2164111,WISCONSIN RIVER BK,2486813,20200331
2182786,GOLDMAN SACHS BK USA,2380443,20200331
2193616,RAYMOND JAMES BK NA,3815157,20200331
2209553,HERITAGE BK OF CMRC,2634874,20200331
2218443,FRONTIER BK,1827914,20200331
2232757,CHARLEVOIX ST BK,2336794,20200331
2233875,NATBANK NA,1242188,20200331
2236821,PATRIOT BK NA,4132169,20200331
2239288,WINTRUST BK NA,2260406,20200331
2253891,CAPITAL ONE BK USA NA,2277860,20200331
2262718,SYNOVUS TC NA,1078846,20200331
2265456,WILMINGTON TR NA,1037003,20200331
2297998,EVERTRUST BK,3462494,20200331
2298995,VILLAGE B&TC NA,2260406,20200331
2304636,COMMUNITY BK,2254704,20200331
2305969,TNBANK,3082454,20200331
2316714,PARK RIDGE CMNTY BK,2536857,20200331
2317672,FIRST AMERICAN ST BK,2747765,20200331
2325882,DEUTSCHE BK TC NA,1242423,20200331
2328137,FIRST CMNTY BK,2337401,20200331
2328285,PRIVATE TC NA,0,20200331
2329200,BAY BK,2340867,20200331
2332910,FIRST CMRL BK USA,3086210,20200331
2333140,NEIGHBORHOOD NB,2333131,20200331
2337335,UMB BK & TR NA,1049828,20200331
2339599,CAPITOL BK,2339610,20200331
2339795,LIBERTYVILLE B&TC NA,2260406,20200331
2339900,ILLINOIS B&TC,1206546,20200331
2343167,PAN AMER B&TC,3618545,20200331
2344753,THOMASVILLE NB,2346010,20200331
2349459,FIRST BK,2349440,20200331
2353595,FIRST CMNTY BK,1478017,20200331
2354323,GREATER CMNTY BK,2349507,20200331
2354387,QUANTUM NB,2354369,20200331
2354985,CUSTOMERS BK,4284536,20200331
2356091,FIRST UNITED B&TC,2356082,20200331
2358769,BNC NB,1248162,20200331
2361077,TAIWAN CO-OP BK LA BR,0,20200331
2362458,WELLS FARGO BK S CENT NA,1120754,20200331
2371816,WEST POINTE BK,2371807,20200331
2372774,SUMMIT CMNTY BK,1247679,20200331
2385514,FIRST NAT BKG ASSN,2385493,20200331
2390929,BANK ANN ARBOR,2454380,20200331
2391588,ONB BK,3153260,20200331
2396592,PEOPLES BK,4096645,20200331
2396604,BANK OF STAR VALLEY,2270384,20200331
2398701,MODERN BK NA,3720000,20200331
2434113,BANK RHODE ISLAND,2631510,20200331
2451240,PACIFIC COAST BKR BK,2731586,20200331
2465881,PLATTE VALLEY BK,2511014,20200331
2467670,APPLIED BK,0,20200331
2471239,CFG CMNTY BK,3927078,20200331
2482824,GREAT PLAINS NB,1060355,20200331
2483120,SURREY B&T,3163867,20200331
2483438,COMMUNITY BK OF THE BAY,0,20200331
2489805,MORGAN STANLEY PRIV BK NA,2162966,20200331
2490285,FIRST NB,2487913,20200331
2496081,METRO BK,2496063,20200331
2497181,PLANTERS BK,3013225,20200331
2502656,USAA SVG BK,1447376,20200331
2502825,DSRM NB,0,20200331
2505424,WOLF RIVER CMNTY BK,3180257,20200331
2505451,CITIZENS BK OF GA,2497211,20200331
2505460,BANK,2504874,20200331
2506328,CACHE BK & TR,0,20200331
2508751,BARRINGTON B&TC NA,2260406,20200331
2512347,CITIZENS CMRC BK,2702278,20200331
2515320,FORTIS PRIV BK,3559198,20200331
2524797,INVESTORS CMNTY BK,2524788,20200331
2529176,SECURITY NB OF SD,1200348,20200331
2531562,1ST EQT BK,2531553,20200331
2531991,WELLS FARGO DE TR CO NA,1120754,20200331
2533043,AMERICAN METRO BK,3272367,20200331
2533119,NORTHSIDE CMNTY BK,2533100,20200331
2535560,BANK OF BOLIVAR,1416439,20200331
2536633,HIAWATHA B&TC,1203910,20200331
2539960,PREMIER BK,3066922,20200331
2562137,NORTHSTAR BK,2851578,20200331
2562164,COASTAL CMNTY BK,3203008,20200331
2567123,U S BK TC NA,1119794,20200331
2568063,FIRST COMMAND BK,3823321,20200331
2576134,WEBBANK,0,20200331
2577739,BANK OF JACKSON,1135374,20200331
2580243,AMERICAN BK,3008753,20200331
2587916,MARINE B&TC,5076215,20200331
2590037,STATE FARM BK FSB,3840207,20200331
2594240,ENCORE BK,2777016,20200331
2594419,EDISON NB,2591258,20200331
2596646,FIRST CMNTY BK,2641694,20200331
2597223,LEGACY TC NA,0,20200331
2598396,PRAIRIE CMNTY BK,2598378,20200331
2599601,KEY EQUIP FNC INTL,1068025,20200331
2600039,COMPUTERSHARE TC NA,0,20200331
2602828,STATE BK,0,20200331
2605566,EAGLEMARK SVG BK,0,20200331
2607412,SPRING VALLEY BANK,3464340,20200331
2608754,MERCANTILE BK OF MI,2608763,20200331
2610784,KEY CMNTY BK,2610766,20200331
2614009,LAND BK OF TAIWAN LA BR,0,20200331
2614344,PEOPLES BK OF E TN,3403161,20200331
2615190,MERRICK BC,0,20200331
2615220,COMMUNITY FIRST BKG CO,2615239,20200331
2618780,TEXAS CAP BK NA,2706735,20200331
2618801,UBS AG STAMFORD BR,0,20200331
2619714,ALLIANCE BK,3253629,20200331
2621285,MILLENNIAL BK,0,20200331
2621940,COMMUNITY BK,2621913,20200331
2624400,CRYSTAL LAKE B&TC NA,2260406,20200331
2625724,SOUTHWESTERN NB,3234682,20200331
2631172,STATE BK FNCL,1842935,20200331
2631323,VICTORY ST BK,3165508,20200331
2631574,CREDIT AGRICOLE C&I BK CHGO BR,0,20200331
2631846,NORTH AMER BKG CO,2631798,20200331
2634191,GLACIER BK,2003975,20200331
2634351,MACATAWA BK,2634696,20200331
2641827,NEW COVENANT TC NA,0,20200331
2642598,COMMUNITY FIRST BK,3294556,20200331
2643595,PACIFIC CREST SVG BK,2713685,20200331
2649122,NEW MEXICO B&TC,1206546,20200331
2649177,PITNEY BOWES BK,0,20200331
2651899,CEDAR HILL NB,0,20200331
2652092,EAGLEBANK,2652104,20200331
2654911,PRINCIPAL BK,0,20200331
2661861,PEOPLES BK OF CMRC,0,20200331
2666400,INDEPENDENT BK,3121193,20200331
2667920,U S BK TR NA SD,1119794,20200331
2667939,FARMERS & MRCH BK OF COLBY,1248836,20200331
2667957,NEBRASKALAND NB,2947350,20200331
2668598,PORTAGE CMNTY BK,2668589,20200331
2684552,AMERICAN BK OF OK,3043008,20200331
2686211,CROWN BK,0,20200331
2687133,PREMIER BK,2687124,20200331
2687487,TCM BK NA,0,20200331
2692753,PREMIER BK,2007647,20200331
2693264,TOWN BK NA,2260406,20200331
2694681,AMERICAN FNB,3472176,20200331
2694944,ALLIANCE BK,2695727,20200331
2696180,FIRST CMNTY BK,2917278,20200331
