RSSD9001,RSSD9010,RSSD9348,RSSD9999
334264,FIRST CMNTY BK,1107009,20200331
334648,TITONKA SVG BK,1209837,20200331
334657,FARMERS & MERCHANTS ST BK,1992335,20200331
335346,PARTNERS BK,1129494,20200331
335355,TWO RIVERS BK,2004749,20200331
336147,UNITED CITIZENS B&TC,1137145,20200331
336361,SANGER BK,2497837,20200331
336576,EQUITABLE BK SSB,5301533,20200331
336950,ASHTON ST BK,0,20200331
337247,AMERICAN SVGS BK,1141508,20200331
337340,HERITAGE BK OF SCHAUMBURG,1204609,20200331
338178,MELROSE BK,4647887,20200331
338646,TRUSTBANK,1098161,20200331
338851,CAMBRIDGE ST BK,0,20200331
338945,1ST CMNTY BK,1204083,20200331
339072,COLONIAL SVG FA,4264789,20200331
339353,FIRST SECURITY BK CANBY,1123401,20200331
339456,FIRST CMNTY BK,2505929,20200331
339607,SACO & BIDDEFORD SVG INST,0,20200331
339773,NEEDHAM BK,5425653,20200331
339858,BOKF NA,1883693,20200331
339876,FIRST FS&LA,0,20200331
340135,BANK OF TN,1135002,20200331
340144,PEOPLES ST BK,2321419,20200331
340256,21ST CENTURY BK,3304352,20200331
340443,FIRST NB IN PINCKNEYVILLE,1099579,20200331
340742,CIBM BK,1139532,20200331
340751,FIRST NB OF ALBANY BRECKENRIDG,1246926,20200331
341310,WALDEN SVG BK,0,20200331
342054,PHELPS CTY BK,1249600,20200331
342362,FIRST NB,2112439,20200331
342410,ORRSTOWN BK,1248153,20200331
342634,TRUSTMARK NB,1079562,20200331
343051,BANK OF EUFAULA,1064184,20200331
343248,FIRST NB OF PRIMGHAR,0,20200331
343257,UNITED SOUTHWEST BK,1124930,20200331
343770,NASHVILLE SB,0,20200331
343903,ADAMS CMNTY BK,0,20200331
343958,CURRIE ST BK,1125151,20200331
344647,FIRST BKR TC NA,1404632,20200331
344816,CITIZENS DEPOSIT B&TC,2007647,20200331
344852,PERENNIAL BK,1125571,20200331
345309,CHELSEA GROTON BK,0,20200331
345345,AMERICAN BK NA,1201457,20200331
345747,STATE BK OF LIZTON,1129618,20200331
345756,FIRST ST BK OF ST CHARLES MO,1416550,20200331
345877,CENTURY NEXT BK,4211831,20200331
346379,FIRST FED CMNTY BK OF BUCYRUS,3827918,20200331
346566,FIRST NB,2524210,20200331
346771,FIRST FSB OF CHAMPAIGN-URBANA,2507642,20200331
347022,FIRST NB OF SC,1143230,20200331
347639,DEVON BK,1131602,20200331
347956,VAST BK NA,1951891,20200331
348104,STATE STREET INTL HOLDINGS,1111435,20200331
348159,BANK OF BENNINGTON,4459754,20200331
348720,FARMERS & MRCH BK,1076619,20200331
349129,COMMERCIAL BK,1248742,20200331
349343,TOWN & COUNTRY BK MW,1095816,20200331
350572,1ST UNITED BK,4498726,20200331
350657,1ST BK IN HOMINY,0,20200331
350750,NORTH VALLEY BK,1050226,20200331
351131,BANK OF BREWTON,1079236,20200331
351560,SUMMIT BK,1029295,20200331
351878,AROOSTOOK COUNTY FS&LA,0,20200331
352370,SOUTHERN HILLS COMMUNITY BANK,0,20200331
352651,BOC BK,0,20200331
352745,STATE STREET B&TC,1095058,20200331
352772,BANNER BK,2126977,20200331
353238,CENTRAL ST BK,1084593,20200331
353546,FIRST NB IN TREMONT,1492497,20200331
353555,AMARILLO NB,1107205,20200331
353724,BANK OF FINCASTLE,0,20200331
353957,FIRST FARMERS NB WAURIKA,0,20200331
354057,FIRST NB,2184043,20200331
354253,SUNRISE BK DAKOTA,1134724,20200331
354310,UNIVEST B&TC,1116609,20200331
354552,COMMUNITY NB,1067532,20200331
354851,STATE EXCH BK,1062500,20200331
355120,CAROLINA B&TC,1076525,20200331
355559,RANGE BK NA,1139868,20200331
355858,FIRST NB,1127294,20200331
356239,CITIZENS ST BK,1208148,20200331
356659,SOLOMON ST BK,1063141,20200331
356752,CITIZENS ST BK OF ONTONAGON,1129047,20200331
357151,STANLEY BK,1061099,20200331
357526,DAVIS TC,2878294,20200331
357553,FIRST PIONEER NB,1062528,20200331
357777,GREENVILLE SVG BK,0,20200331
357937,CITIZENS B&TC,1084472,20200331
358112,COMMERCIAL BK,2538860,20200331
358448,MAYVILLE ST BK,2907251,20200331
358756,TAMPA ST BK,1055100,20200331
359472,HOMEWOOD FSB,0,20200331
359650,ALDEN ST BK,1063749,20200331
359744,WHITE ST BK,1203910,20200331
360777,JACKSON SVG BK SSB,0,20200331
361055,COREFIRST B&TC,2883298,20200331
361167,SOUTHSIDE BK,1245068,20200331
361279,COMMUNITY BK,2613141,20200331
361354,GRANT CTY BK,0,20200331
361439,ANDREW JOHNSON BK,1083185,20200331
362043,EXCHANGE ST BK,1203910,20200331
362155,FIRST NB,1108323,20200331
362717,CROGHAN COLONIAL BK,1071726,20200331
362856,DBA MARFA NB,1918081,20200331
362940,STATE BK OF ST JACOB,3957552,20200331
363442,SAINTE MARIE ST BK,0,20200331
363648,SECURITY T&SB,2382344,20200331
363657,FIRST NB OF BEMIDJI,1248546,20200331
363778,PEOPLES FIRST SAVINGS BK,0,20200331
364131,CITIZENS B&TC,1129805,20200331
364270,BANKPACIFIC,3842948,20200331
364430,BANK OF ST FRANCISVILLE,1082544,20200331
364850,FIRST ST BK OF BIGFORK,1990087,20200331
365325,UNITED BK,1076217,20200331
365745,PINNACLE BK,3916317,20200331
365848,WILLIAMSVILLE ST B&TR,1248872,20200331
365950,FARMERS ST BK,5210372,20200331
366078,STURGIS B&TC,3051571,20200331
366238,PINNACLE BK,3145966,20200331
366247,TEMPLETON SVGS BK,0,20200331
366359,FIRST NB,1103702,20200331
366658,FIRST INDEP BK,1364053,20200331
366854,KENDALL ST BK,2562650,20200331
367150,COMMUNITY ST BK,2516961,20200331
367178,MIAMI SVGS BK,0,20200331
367431,CITIZENS BK OF THE SOUTH,0,20200331
367543,KENTLAND BK,1206050,20200331
368054,MASON BK,3026896,20200331
368344,FARMERS SVG B&T,1202333,20200331
368522,APOLLO TC,1139000,20200331
368933,FIRST NB OF BEARDSTOWN,1839177,20200331
368951,KAW VALLEY ST B&TC OF WAMEGO K,1357103,20200331
369453,IMPACT BK,1067514,20200331
369659,FIRST NB CENTRAL TX,4577984,20200331
370020,PENDLETON CMNTY BK,3137082,20200331
370271,E TRADE BK,3412583,20200331
370347,FIRST NB OF LITCHFIELD,1099346,20200331
370721,FARMERS ST BK,1071605,20200331
370833,CARVER ST BK,3190023,20200331
370954,COWBOY BK OF TX,2591267,20200331
371223,RIVERHILLS BK,1070541,20200331
371232,FIRST CMNTY B&TC,1208018,20200331
371362,WELLINGTON ST BK,2007218,20200331
371559,COMMUNITY NB,2015857,20200331
371755,FIRST NB OF CHISHOLM,2695688,20200331
371849,BANK YATES CITY,1142297,20200331
371924,COMMUNITY BK,3333718,20200331
371942,LIBERTY BK,1100297,20200331
372444,LITCHFIELD NB,1248489,20200331
372538,EVANGELINE B&TC,1133165,20200331
372640,FARMERS & MRCH BK,1135196,20200331
372855,CHISHOLM TRAIL ST BK,1061772,20200331
373115,KENTUCKY BK,1070831,20200331
373272,COMPASS SB,0,20200331
373553,FIRST B&TC,1241211,20200331
373601,UNION CTY SVGS BK,0,20200331
374130,CITIZENS BK,1080737,20200331
374354,NORTHERN SKY BK,1140211,20200331
374653,FIRST PREMIER BK,1842421,20200331
374774,SURETY BK,0,20200331
375034,WEST SUBURBAN BK,1245705,20200331
375043,PEOPLES NB,1250437,20200331
375379,NORTH SIDE FS&LA,0,20200331
375502,PROVIDENT BK,4298711,20200331
375566,FIRST NB,1137538,20200331
375650,MENARD BK,2291295,20200331
376237,MERCHANTS & FARMERS BK GREEN C,2111432,20200331
376273,NORTH SHORE BK FSB,0,20200331
376442,FIRST NB,1206395,20200331
376947,CITIZENS BK OF CHARLESTON,2688596,20200331
377663,FANNIN BK,1137284,20200331
377850,FIRST SECURITY B&TC,3602058,20200331
377908,CENTURY B&TC,1111088,20200331
378044,COMMUNITY STATE BK,0,20200331
378110,PEOPLES BK,1427734,20200331
379050,STATE BK OF EASTON,1134863,20200331
379153,FIRST NB,0,20200331
379470,CANTON CO-OP BK,0,20200331
379649,FIRST NB IZARD COUNTY,1246618,20200331
379920,FIRST NB OF PA,3005332,20200331
380346,FARMERS SVGS BK,1889846,20200331
380458,TEXAS RGNL BK,4076937,20200331
380533,LONGVIEW BK,1204618,20200331
380654,STATE BK OF ARCADIA,2264020,20200331
380841,CBC BK,1097119,20200331
380878,VAN WERT FSB,0,20200331
380944,BANK OF KAUKAUNA,1202744,20200331
381026,TWIN VALLEY BK,0,20200331
381343,CITIZENS B&TC,3299195,20200331
381839,CITIZENS BK,1139288,20200331
381932,COMMERCIAL BKG CO,4625858,20200331
381950,FIRST NB OF ST IGNACE,5140929,20200331
382050,CENTRAL SVG BK,1246805,20200331
382069,INTERNATIONAL BK OF CMRC,1104231,20200331
382256,STANTON ST BK,1066759,20200331
382274,KENTLAND FS&LA,0,20200331
382443,FARMERS T&SB,1208483,20200331
382537,BANK OF VERNON,1139998,20200331
382649,FIRST SOUTHERN BK,2603450,20200331
382658,PUTNAM CTY ST BK,1820746,20200331
382742,BANK MI,0,20200331
382854,SECURITY BK OF PULASKI CTY,2250180,20200331
384018,WOORI AMER BK,5309306,20200331
384278,FIRST FED BK,3846405,20200331
384353,BANK OF STEINAUER,2847665,20200331
384652,DALLAS CAP BK NA,4517298,20200331
384830,CITIZENS B&TC,0,20200331
385350,COMMUNITY BK OF CAMERON,1516405,20200331
385471,MADISON CTY BK,4441414,20200331
385547,CITIZENS FARMERS BK COLE CAMP,0,20200331
385686,LUSITANIA SVGS BK,3789986,20200331
386432,LIBERTY BK,1084753,20200331
386450,FIVE POINTS BK,2482196,20200331
386731,STATE B&TC,1085602,20200331
386825,CITIZENS NB OF WOODSFIELD,2376969,20200331
386852,CENTRAL BK OF WARRENSBURG,1094314,20200331
387055,STATE BK,1056732,20200331
387671,FIRST FED B&TC,0,20200331
388155,FIRST TEXOMA NB,1141227,20200331
388258,MARQUETTE FARMERS ST BK,0,20200331
388557,TRI VALLEY BK,3952940,20200331
388744,ALDEN ST BK,0,20200331
388753,FARMERS & MERCHANTS ST BK,0,20200331
388874,GUNNISON S&LA,0,20200331
388940,FIRST NB,1407071,20200331
389059,TILDEN BK,2249371,20200331
389358,SECURITY ST BK,0,20200331
389376,TECUMSEH FED BK,0,20200331
389826,PATASKALA BKG CO,0,20200331
390336,TRADERS & FARMERS BK,3467305,20200331
390372,ARUNDEL FSB,0,20200331
390840,UNION BK,1250204,20200331
391418,FIRST & PEOPLES B&TC,1363935,20200331
391557,LAKESIDE BK OF SALINA,2224408,20200331
391575,UNITED FIDELITY BK FSB,3848931,20200331
391959,FIRST BK,1065109,20200331
391977,STURDY SVG BK,0,20200331
392152,NEW CENTURY BK,3333790,20200331
392255,FIRST NB,1122413,20200331
392778,CENTURY SVG BK,2560508,20200331
393252,FIRST NB,1104941,20200331
393355,BANK OF WESTON,1060104,20200331
393953,HOMETOWN BK NA,1107522,20200331
394156,SNB BK NA,1062416,20200331
394259,FIRST ST BK,1056992,20200331
395238,SYNOVUS BK,1078846,20200331
395274,CARROLL CMNTY BK,4256159,20200331
396057,INDEPENDENCE ST BK,1121724,20200331
396244,RIVER CITY BK,1119404,20200331
396253,FIRST NB&TC,0,20200331
396356,OLPE ST BK,0,20200331
396954,PECOS CTY ST BK,1109058,20200331
397456,FIRST NB,3668223,20200331
397531,AMALGAMATED BK CHICAGO,1020676,20200331
397540,FIRST NB OF FORT SMITH,1491360,20200331
397559,DUNDEE BK,2332620,20200331
397755,LEGACY BK & TR CO,1095469,20200331
397858,SPIRO ST BK,1063271,20200331
398051,FARMERS & MRCH BK ASHLAND,3446748,20200331
398118,CHIBA BK NY BR,0,20200331
398248,CAMPBELL FETTER BK,1203901,20200331
398668,BANK OF NY MELLON TC NA,3587146,20200331
398837,COPIAH BK,3319972,20200331
399357,MCCLAVE ST BK,0,20200331
399517,CNB BK,1118340,20200331
399731,BANK OF ERATH,4125152,20200331
399973,FIRST FS&LA CENT IL SB,0,20200331
400057,FIRST ST BK OF PURDY,1096046,20200331
400141,FNB BK,1119347,20200331
400365,FIRST CMRL BK NA,2299992,20200331
400767,NEVADA B&TC,0,20200331
400945,BANK OF GRAVETTE,5070192,20200331
401072,CENTURY S&LA,0,20200331
401559,DNB NB,2359962,20200331
401755,BANK OF THE WEST,1993547,20200331
401906,SKOWHEGAN SVG BK,0,20200331
401951,STATE BK OF CEYLON,1127173,20200331
402462,FIRST B&T,1104307,20200331
402846,POCAHONTAS ST BK,1133615,20200331
402873,VERSAILLES S&LC,4151544,20200331
403067,BEACON BUS BK NA,1031515,20200331
403106,SB ONE BK,2461463,20200331
403151,CORNERSTONE BK,1050646,20200331
403179,FIRST FS&LA,4438366,20200331
403254,TRANSACT BK NA,0,20200331
403656,STATE BK OF EAGLE BUTTE,0,20200331
403870,IROQUOIS FS&LA,4299316,20200331
403946,PARK BK,1209716,20200331
404653,DOMINION BK,5307638,20200331
404943,TRI-VALLEY BK,0,20200331
406022,WOODSBORO BK,0,20200331
406059,NATIONAL BK OF TX,1133026,20200331
406666,WEST TX ST BK,2692548,20200331
406778,SECURITY FED BK,3681307,20200331
406974,BRIGHTON BK,1027947,20200331
407168,FIRST ST BK,1417137,20200331
407506,ION BK,3912766,20200331
407645,STILLMAN BANCCORP NA,1210646,20200331
407850,FARMERS ST BK,3068636,20200331
408307,ATHOL SVG BK,0,20200331
408642,BANKERS BK,1209958,20200331
408875,AXIOM BK NA,3837962,20200331
409265,SPUR SECURITY BK,1102554,20200331
410159,ANDES ST BK,1245246,20200331
410560,FIRST ST BK,1138160,20200331
410748,BANK OF O'FALLON,3176661,20200331
410917,CITIZENS NB OF SOMERSET,1070484,20200331
410944,CITIZENS BK,1203835,20200331
411062,FIRST NB,2940810,20200331
411174,FIRST FS&LA,0,20200331
411231,BRANTLEY B&TC,1084025,20200331
411240,OLD EXCHANGE NB,1248377,20200331
411473,DBA SEVERN BANK,3831465,20200331
411512,CENTRIC BK,1144086,20200331
411549,TABLE GROVE ST BK,3685220,20200331
411576,MAYVILLE SVG BK,0,20200331
411624,SOMERVILLE BK,5169667,20200331
411651,FARMERS & MRCH ST BK BLOOMFIEL,2911931,20200331
412153,NEBRASKA ST B&TC,1051072,20200331
412452,COMMUNITY BK OF OK,0,20200331
412555,SJN BK OF KS,2796857,20200331
412667,SUNDOWN ST BK,1104389,20200331
412751,WOODFOREST NB,4199229,20200331
412845,FIRST NB IN OLNEY,2267937,20200331
412872,FARMERS AND MECHANICS FSB,0,20200331
413141,FIRST NB AMER,1206313,20200331
413208,HSBC BK USA NA,1857108,20200331
413347,FIRST ST BK OF OLMSTED,2705091,20200331
413543,CITIZENS ST BK,1969485,20200331
413646,FIRST NEIGH BK NA,2558505,20200331
413673,F&M B&TC,2737823,20200331
413758,BRUNSWICK ST BK,3612244,20200331
414102,ALDEN ST BK,0,20200331
414652,FIRST NB OF SCOTT CITY,2260095,20200331
414764,TEXAS BK,3385511,20200331
414858,INCOMMONS BK NA,2227481,20200331
415770,TEMPO BK,4585916,20200331
416245,BUSEY BK,1203602,20200331
416272,ABBEVILLE FIRST BK SSB,0,20200331
416339,FIRST SCTY BK,1417539,20200331
416357,CHAMBERS ST BK,1056125,20200331
416656,WELCH ST BK,1061660,20200331
416674,KS BK,2155276,20200331
416973,BRAINERD S&LA FA,0,20200331
417626,PUTNAM CTY BK,1139804,20200331
417710,PINNACLE BK,0,20200331
418100,SEAMENS BK,0,20200331
418249,SECURITY NB OF SIOUX CITY IA,1200348,20200331
418436,PEOPLES BK MACON,0,20200331
418856,STATE BK OF SPRING HILL,1051063,20200331
419134,BANCO PICHINCHA CA MIAMI AGY,0,20200331
419406,BANGOR SVG BK,3547999,20200331
419460,CAPTEX BK NA,5085972,20200331
419675,FIRST BK RICHMOND,5371947,20200331
419947,HILL-DODGE BKG CO,1492527,20200331
420578,SAINT LANDRY HMSTD FSB,0,20200331
420644,PEOPLES CMNTY BK,2516998,20200331
420653,VALLEY ST BK,1057186,20200331
420877,FIRST FIDELITY BK,3814655,20200331
421445,FIRST NB OF RAYMOND,1131303,20200331
421539,FIRST PEOPLES BK OF TN,4166397,20200331
422059,KANSASLAND BK,3407990,20200331
422116,BANK OF THE MNT,1071249,20200331
422433,FIRST GUARANTY BK,4991076,20200331
422657,SECURITY FIRST NB OF HUGO,2411619,20200331
423038,BANCO INTERNACIONAL DE MIA AGY,0,20200331
423159,MCCURTAIN CTY NB,2642196,20200331
423449,FARMERS BK FRANKFORT IN,1209538,20200331
423636,UBANK,0,20200331
423739,MORRIS BK,1417212,20200331
423841,WENONA ST BK,1132412,20200331
424156,STOCKGROWERS ST BK,3343070,20200331
424240,CITIZENS FIRST NB,2511322,20200331
424352,ANAHUAC NB,2622116,20200331
424437,CAMPUS ST BK,0,20200331
424633,WILCOX CTY ST BK,4896377,20200331
425050,FARMERS & MERCHANTS ST BK,1127856,20200331
425108,RONDOUT SVG BK,0,20200331
425818,UNITED CUMBERLAND BK,1071342,20200331
425845,SECURITY ST BK,1209172,20200331
425911,EPHRATA NB,1116681,20200331
426057,SPECTRA BK,3391679,20200331
426141,FIRST ST BK,2294634,20200331
426534,HEARTLAND B&TC,1208120,20200331
426758,BANK OF SALEM,1094444,20200331
426945,BANK OF MILTON,2342722,20200331
427241,FRIENDSHIP ST BK,1401154,20200331
427353,FIRSTAR BK,3017915,20200331
427858,EVERGREEN NB,1129627,20200331
427960,TWIN RIVER BK,2081722,20200331
428060,CENTRAL NB,1106132,20200331
428462,IRELAND BK,1248845,20200331
428547,ST CHARLES B&TC NA,2260406,20200331
428855,SEYMOUR BK,1095245,20200331
429021,QUEENSTOWN BK OF MD,2618614,20200331
429487,SOUND CMNTY BK,3843646,20200331
430036,ROBERTSON BKG CO,2526755,20200331
430054,MAIN BK,3365296,20200331
430344,COMMUNITY BK,1975468,20200331
431172,PACIFIC PREMIER BK,3489594,20200331
431323,PEOPLES ST BK,2438399,20200331
431350,BANK OF CMRC & TC,4419301,20200331
432058,FREEDOM BK,5164439,20200331
432432,PHENIX GIRARD BK,2013246,20200331
433505,BATH SVG INST,0,20200331
433550,BANK OF RIPLEY,1099823,20200331
433608,TOMPKINS TC,2367921,20200331
433859,FOWLER ST BK,0,20200331
433943,WASHINGTON ST BK,1207468,20200331
434203,FIRST HOPE BK A NAT BKG ASSN,3609132,20200331
434539,FARMERS & MRCH BK,1137882,20200331
435059,ENNIS ST BK,1131956,20200331
435077,METABANK,2390013,20200331
435255,SECURITY ST BK,4347301,20200331
435666,SECURITY BK OF CRAWFORD,4851675,20200331
435750,FIRST ST BK,1132243,20200331
436159,FIRSTBANK,1132104,20200331
436542,WAUKON ST BK,1142783,20200331
436739,BANKCHAMPAIGN NA,1249048,20200331
436953,SULLIVAN BK,2300768,20200331
437044,WATKINS SVG BK,0,20200331
437914,WILMINGTON SVG FUND SCTY FSB,3844269,20200331
438434,CITIZENS BK OF FAYETTE,1416907,20200331
438818,BANCO BILBAO VIZCAYA ARG NY BR,0,20200331
439132,GLENNVILLE BK,3348897,20200331
439338,UNITED CMNTY BK,1097182,20200331
439356,ELKHORN VALLEY B&TC,1891979,20200331
439404,FIRST NB,1133932,20200331
439730,STATE BK BEMENT,1205923,20200331
440857,AMERICAS CMNTY BK,1064492,20200331
440978,KINGSTREE FS&LA,3834729,20200331
441050,FALLS CITY NB,0,20200331
441078,COMMUNITY PTNRS SVGS BK,0,20200331
441135,CITIZENS BK CHATSWORTH,5164626,20200331
441256,FIRST DAKOTA NB,1404687,20200331
441359,MARIES CTY BK,1099814,20200331
441434,FNB BK,1137828,20200331
441470,FIRST FS&LA,0,20200331
441630,BANK OF DADE,1082898,20200331
442011,GENERATIONS BK,2912442,20200331
442057,CITIZENS ST B&TC,5050578,20200331
442244,NORTHEAST SCTY BK,1206201,20200331
442655,FIRST NB,0,20200331
443148,BIPPUS ST BK,1210217,20200331
443205,UNION SVG BK,5301421,20200331
443353,UNITY BK,1122990,20200331
443625,OTTOVILLE BK CO,0,20200331
443634,SCOTT ST BK,1206425,20200331
444350,FIRST TX BK,1100813,20200331
444556,POINTS WEST CMNTY BK,1051081,20200331
444677,BLACK MTN SVG BK SSB,0,20200331
444819,MUFG BK NY BR,0,20200331
445674,PIONEER FS&LA,0,20200331
445955,FIRST NB,1246515,20200331
446130,FARMERS & MRCH BK,1086485,20200331
446149,PEOPLES BK,2574886,20200331
446176,FIDELITY FS&LA OF DE,4253000,20200331
446877,MCHENRY SVG BK,3866878,20200331
447070,HOYNE SVGS BK,3293223,20200331
447100,CORNERSTONE BK,3547010,20200331
447557,CITIZENS ST BK - LA CROSSE,1123782,20200331
447874,ISLANDERS BK,2126977,20200331
448040,OXFORD BK,1249383,20200331
448554,SAGE CAP BK,2536642,20200331
449038,CITICORP TR DE NA,1951350,20200331
449430,22ND STATE BK,3438051,20200331
449515,METROPOLITAN B&TC NY BR,0,20200331
449560,SHIZUOKA BK LA BR,0,20200331
449832,MARION B&TC,1248023,20200331
449935,COUNTRY TR BK,0,20200331
450472,LOOMIS FS&LA,0,20200331
450632,FIRST NAT CMNTY BK,1084481,20200331
450669,FIRST NB,5192393,20200331
450753,FAYETTEVILLE BK,2112439,20200331
450810,TORONTO-DOMINION BK NY BR,0,20200331
450856,UNION B&TC,1053580,20200331
450959,SECURITY FNCL BK,2848804,20200331
451068,FIRST BK,1416701,20200331
451246,WAYNE B&TC,1204533,20200331
451273,GEDDES FS&LA,0,20200331
451965,WELLS FARGO BK NA,1120754,20200331
452104,BANK OF AKRON,0,20200331
452159,AMERICAN B&TC,0,20200331
452739,CLAXTON BK,2662596,20200331
452841,SPRING VALLEY CITY BK,1139596,20200331
453147,BANNER BKS,1207691,20200331
453446,EAGLE B&TC,1100046,20200331
453839,FIRST ST BK BLOOMINGTON,2310217,20200331
454340,FIRST ST BK,1134797,20200331
454546,PEOPLES ST BK,1206676,20200331
454658,PAULS VALLEY NB,1062715,20200331
454676,BANKFINANCIAL NA,3035928,20200331
454975,MASSENA S&L,0,20200331
455150,PAYNE CTY BK,2168977,20200331
455253,5STAR BK,4754758,20200331
455459,FORT DAVIS ST BK,2922731,20200331
455477,SOUTHFIRST BK,2592376,20200331
455552,FARMERS & MRCHS BK,1416831,20200331
455945,BANK OF DELIGHT,0,20200331
455972,PEOPLES BK,1030947,20200331
456045,CENTENNIAL BK,1491409,20200331
456054,MINDEN EXCH B&TC,2540283,20200331
456157,PEOPLES BK MW,1128358,20200331
456250,BANK OF ST ELIZABETH,2851279,20200331
456344,HART COUNTY B&TC,1118836,20200331
456755,EXCHANGE B&TC,1064175,20200331
457060,SPRING HILL ST BK,2693929,20200331
457220,FARMERS SVG BK,0,20200331
457426,ENTERPRISE BK OF SC,0,20200331
457752,COULEE BK,1126989,20200331
458142,HORATIO ST BK,1139091,20200331
458544,FIRST SVC BK,1137266,20200331
458665,FIRST NB,0,20200331
458946,BANK OF CASHTON,3045815,20200331
459130,GULF COAST BK,1085929,20200331
459354,CENTRAL NB OF POTEAU,1067411,20200331
459372,UNITED SVG BK,0,20200331
459644,FIRST CMNTY BK OF MOULTRIE CTY,5043794,20200331
459671,MANASQUAN BK,2589714,20200331
460033,COMMUNITY BK OF MS,2313544,20200331
460275,SECOND FS&LA OF PHILA,0,20200331
460332,MUNICIPAL T&SB,0,20200331
460350,FIRST SECURITY BK,1063776,20200331
460556,STATE NB,1103234,20200331
460770,HOME SVG BK,5421422,20200331
461058,FARMERS ST BK,1144228,20200331
462774,BEN FRANKLIN BK IL,4754301,20200331
463203,BRUNSWICK B&TC,1136344,20200331
463342,WISCONSIN B&TC,1206546,20200331
463605,PEOPLES TC OF ST ALBANS,0,20200331
463650,ADAMS B&TC,5006472,20200331
463735,HANCOCK WHITNEY BK,1086533,20200331
463977,KENNEBEC FS&LA,0,20200331
464255,DAKOTA PRAIRIE BK,1246355,20200331
464853,BANK OF CORDELL,1063833,20200331
465038,FIRST NB OF BROOKFIELD,0,20200331
465243,GARRETT ST BK,1210011,20200331
465337,FIRST NB OF BRUNDIDGE,1245684,20200331
465524,BANK OF GREELEYVILLE,1250679,20200331
465618,HONESDALE NB,1144107,20200331
465672,TOMAHAWK CMNTY BK SSB,3823965,20200331
466044,RELIANCE ST BK,1202258,20200331
466240,FIRST ARKANSAS B&T,1096550,20200331
466754,BANK OF FAYETTE CTY,1099896,20200331
466857,HAPPY ST BK,1843062,20200331
466932,COMMUNITY NEIGH BK,1836475,20200331
467144,HUSTISFORD ST BK,2999854,20200331
467265,FIRST NB,1830473,20200331
467470,CENTRAL FS&LA,0,20200331
467658,COMMERCIAL B&TC,1099382,20200331
467733,UNION ST BK,1085358,20200331
468673,HOME LOAN SVG BK,3828111,20200331
468806,NORTHEAST BK,0,20200331
469250,PRESCOTT ST BK,2124816,20200331
469559,JONES BK,1061156,20200331
469737,COMMERCIAL BK,1417418,20200331
470032,COMMUNITY SPIRIT BK,3587294,20200331
470050,FIRST FNCL BK NA,1102312,20200331
470434,PEOPLES BK OF RED LEVEL,2944706,20200331
470452,ARMSTRONG BK,3488485,20200331
471057,FIRST ST BK OF RANSOM,0,20200331
472018,SALYERSVILLE NB,2896207,20200331
472045,HOME ST BK,1207758,20200331
472148,FIRST ST BK VAN ORIN,2795140,20200331
472250,BOELUS ST BK,0,20200331
472531,SAMSON BKG CO,0,20200331
472616,FIRST NB OF SCOTIA,3471889,20200331
472643,FARMERS & MRCH BK KENDALL,0,20200331
472951,SIOUXLAND BK,2313058,20200331
472979,ROXBORO SVG BK SSB,0,20200331
473042,SOUTH CENT BK,2810285,20200331
473257,VALLEY BK OF KALISPELL,1125900,20200331
473266,TEXAS FIRST BK,1103878,20200331
473501,BERKSHIRE BK,2333663,20200331
473930,COTTONPORT BK,1081097,20200331
474058,FIRST NB IN TRINIDAD,1054073,20200331
474245,VILLA GROVE ST BK,1203237,20200331
474254,BROADWAY NB,1106879,20200331
474357,COUNTRYSIDE BK,2090779,20200331
474450,RIVERS EDGE BK,2410582,20200331
474544,CITIZENS SVG BK,1202913,20200331
474656,COREBANK,0,20200331
474759,SUNFLOWER BK NA,1066713,20200331
474777,OUR CMNTY BK,2412586,20200331
474919,FULTON BK NA,1117129,20200331
475345,HURON CMNTY BK,1416608,20200331
475354,FARMERS ST BK,2108227,20200331
475653,MOUNTAIN VALLEY BANK,2511014,20200331
475756,BANK OF THE ROCKIES,1134470,20200331
476342,CITIZENS FIRST ST BK OF WALNUT,1131385,20200331
476445,BANK OF LAKE VILLAGE,1137033,20200331
476472,CMNTY SVG,5043691,20200331
476539,BANK OF CMRC & TC,0,20200331
476810,CITIBANK NA,1951350,20200331
477303,WOODSVILLE GUARANTY SVG BK,2637820,20200331
477321,CONSUMERS NB,2286228,20200331
477349,BANK OF LAKE MILLS,0,20200331
477376,FARMINGTON ST BK,2332572,20200331
477639,SUNSOUTH BK,3255100,20200331
477648,FARMERS ST BK,1118966,20200331
477844,COUNTY BK,2745613,20200331
478140,MURPHY-WALL ST B&TC,2232748,20200331
478195,BANK OF THE VALLEY,1983070,20200331
478252,LEGACY BK,0,20200331
478430,FIRST BK OF LINDEN,2059954,20200331
478533,LENA ST BK,1137453,20200331
478766,LIBERTY BK,2942832,20200331
479071,STATE BK NW,3658729,20200331
479268,BANK OF STOCKTON,1399765,20200331
479370,HIGH CNTRY BK,3833834,20200331
479446,CITIZENS ST BK LOYAL,1136410,20200331
479567,FIRST NB,0,20200331
479754,COMMERCIAL ST BK,1051698,20200331
479839,TENNESSEE ST BK,1142242,20200331
480059,PARK ST BK & TR,0,20200331
480228,BANK OF AMER NA,1073757,20200331
480246,WASHINGTON ST BK,1201804,20200331
480330,LEMONT NB,1144059,20200331
